ITEM_CODE,DRUG_NAME,FORM/STRENGTH,ATC5_Code,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07
08785J,PARACETAMOL + CODEINE,Tablet containing codeine phosphate hemihydrate 30 mg with paracetamol 500 mg,N02AJ06,,,,,12.20,12.20,12.20,12.20,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.51,11.51,11.51,11.51,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.65,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,12.14,10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.97,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.16,11.16,11.16,11.16,11.16,11.16,11.16,11.16,11.16,11.16,11.16,11.16,11.16,11.16,9.6,9.6,9.6,9.7
08786K,FOTEMUSTINE,Powder for injection 208 mg with solvent,L01AD05,,,,,1034.30,1034.30,1034.30,1034.30,1034.35,1034.35,1034.35,1034.35,1034.35,1034.35,1034.35,1034.35,1034.54,1034.54,1034.54,1034.54,1001.47,1001.47,1001.47,1001.47,1001.47,1001.47,1001.47,1001.47,1001.47,1001.47,1001.47,1001.64,1097.52,1097.52,1097.52,1097.52,1097.52,1097.52,1097.52,1097.52,1097.52,1097.52,1097.52,1097.89,1100.15,1100.15,1100.15,1100.15,1100.15,1100.15,1100.15,1100.15,1100.15,1100.15,1100.15,1100.58,1100.58,1100.58,1100.58,1100.58,1100.58,1100.58,1100.58,1100.58,1100.58,1100.58,1100.58,1100.58,1206.86,1206.86,1206.86,1206.86,1206.86,1206.86,1206.86,1206.86,1206.86,1206.86,1206.86,1206.86,1206.86,1206.86,1206.86,1206.86,,,,,,,,
08787L,RISPERIDONE,Tablet 0.5 mg,N05AX08,,,,,39.11,39.11,39.11,39.11,39.16,39.16,39.16,39.16,39.16,39.16,39.16,39.16,39.35,39.35,39.35,39.35,38.48,38.48,38.48,38.48,38.48,38.48,38.48,38.48,38.48,38.48,38.48,38.65,38.77,38.77,38.77,38.77,38.77,38.77,38.77,38.77,38.77,38.77,38.77,39.14,40.79,40.79,40.79,40.79,36.48,36.5,36.5,36.48,36.48,36.48,36.5,36.91,34.32,34.32,34.32,34.32,31.32,31.32,31.32,31.32,31.32,31.32,31.32,31.32,30.82,30.84,30.84,30.84,30.82,30.84,30.36,30.34,26.61,26.59,26.59,26.61,26.61,26.61,26.61,26.59,26.59,26.61,26.61,26.59,26.61,26.59,26.59,26.71
08788M,RISPERIDONE,Tablet 0.5 mg (orally disintegrating),N05AX08,,,,,36.84,36.84,36.84,36.84,36.89,36.89,36.89,36.89,36.89,36.89,36.89,36.89,37.08,37.08,37.08,37.08,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.42,36.54,36.54,36.54,36.54,36.54,36.54,36.54,36.54,36.54,36.54,36.54,36.91,38.51,38.51,38.51,38.51,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.88,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,33.74,33.74,33.74,33.74,33.74,33.74,33.2,33.2,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.1
08789N,RISPERIDONE,Tablet 1 mg,N05AX08,,,,,73.56,73.56,73.56,73.56,73.61,73.61,73.61,73.61,73.61,73.61,73.61,73.61,73.80,73.80,73.80,73.80,71.79,71.79,71.79,71.79,71.79,71.79,71.79,71.79,71.79,71.79,71.79,71.96,72.08,72.08,72.08,72.08,72.08,72.08,72.08,72.08,72.08,72.08,72.08,72.45,72.63,72.63,72.63,72.63,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.73,59.73,59.73,59.73,59.73,52.73,52.73,52.73,52.73,52.73,52.73,52.73,52.73,51.89,51.89,51.89,51.89,51.89,51.89,51.07,51.07,44.77,44.77,44.77,44.77,44.77,44.77,44.77,44.77,44.77,44.77,44.77,44.77,44.77,44.77,44.77,44.87
08790P,RISPERIDONE,Tablet 1 mg (orally disintegrating),N05AX08,,,,,68.96,68.96,68.96,68.96,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.20,69.20,69.20,69.20,67.35,67.35,67.35,67.35,67.35,67.35,67.35,67.35,67.35,67.35,67.35,67.52,67.64,67.64,67.64,67.64,67.64,67.64,67.64,67.64,67.64,67.64,67.64,68.01,68.19,68.19,68.19,68.19,60.41,60.41,60.41,60.41,60.41,60.41,60.41,60.84,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,58.72,58.72,58.72,58.72,58.72,58.72,57.66,57.66,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.3
08791Q,RISPERIDONE,"Oral solution 1 mg per mL, 30 mL",N05AX08,,,,,39.30,39.30,39.30,39.30,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.54,39.54,39.54,39.54,38.63,38.63,38.63,38.63,38.63,38.63,38.63,38.63,38.63,38.63,38.63,38.8,38.92,38.92,38.92,38.92,38.92,38.92,38.92,38.92,38.92,38.92,38.92,39.29,40.93,40.93,40.93,40.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08792R,RISPERIDONE,Tablet 1 mg (orally disintegrating),N05AX08,,,,,68.96,68.96,68.96,68.96,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.20,69.20,69.20,69.20,67.35,67.35,67.35,67.35,67.35,67.35,67.35,67.35,67.35,67.35,67.35,67.52,67.64,67.64,67.64,67.64,67.64,67.64,67.64,67.64,67.64,67.64,67.64,68.01,68.19,68.19,68.19,68.19,60.41,60.41,60.41,60.41,60.41,60.41,60.41,60.84,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,59.78,58.72,58.72,58.72,58.72,58.72,58.72,57.66,57.66,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.3
08794W,RISPERIDONE,Tablet 2 mg (orally disintegrating),N05AX08,,,,,133.86,133.86,133.86,133.86,133.91,133.91,133.91,133.91,133.91,133.91,133.91,133.91,134.10,134.10,134.10,134.10,130.13,130.13,130.13,130.13,130.13,130.13,130.13,130.13,130.13,130.13,130.13,130.3,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.79,130.97,130.97,130.97,130.97,115.35,115.35,115.35,115.35,115.35,115.35,115.35,115.78,113.6,113.6,113.6,113.6,113.6,113.6,113.6,113.6,113.6,113.6,113.6,113.6,111.48,111.48,111.48,111.48,111.48,111.48,109.38,109.38,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.34
08795X,GLUCOSE INDICATOR BLOOD,"Test strips, 50 (SensoCard)",V04CA02,,,,,52.72,52.72,52.72,52.72,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.96,52.96,52.96,52.96,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.8,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,52.29,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.28
08796Y,BUDESONIDE + FORMOTEROL,"Powder for oral inhalation in breath actuated device containing budesonide 100 micrograms with formoterol fumarate dihydrate 6 micrograms per dose, 120 doses",R03AK07,,,,,54.20,54.20,54.20,54.20,54.25,54.25,54.25,54.25,54.25,54.25,54.25,54.25,54.44,54.44,54.44,54.44,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.06,53.23,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.72,54.04,54.04,54.04,54.04,54.04,54.04,54.04,54.04,54.04,54.04,54.04,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.47,54.57
08797B,LEVODOPA + CARBIDOPA + ENTACAPONE,Tablet 50 mg-12.5 mg (as monohydrate)-200 mg,N04BA03,,,,,319.76,319.76,319.76,319.76,319.81,319.81,319.81,319.81,319.81,319.81,319.81,319.81,320.00,320.00,320.00,320.00,310.61,310.61,310.61,310.61,310.61,310.61,310.61,310.61,310.61,310.61,310.61,310.78,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,311.27,311.45,311.45,311.45,311.45,311.45,311.45,311.45,311.45,311.45,311.45,311.45,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.88,311.98
08798C,LEVODOPA + CARBIDOPA + ENTACAPONE,Tablet 100 mg-25 mg (as monohydrate)-200 mg,N04BA03,,,,,350.82,350.82,350.82,350.82,350.87,350.87,350.87,350.87,350.87,350.87,350.87,350.87,351.06,351.06,351.06,351.06,340.65,340.65,340.65,340.65,340.65,340.65,340.65,340.65,340.65,340.65,340.65,340.82,340.94,340.94,340.94,340.94,340.94,340.94,340.94,340.94,340.94,340.94,340.94,341.31,341.49,341.49,341.49,341.49,341.49,341.49,341.49,341.49,341.49,341.49,341.49,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,341.92,342.02
08799D,LEVODOPA + CARBIDOPA + ENTACAPONE,Tablet 150 mg-37.5 mg (as monohydrate)-200 mg,N04BA03,,,,,381.86,381.86,381.86,381.86,381.91,381.91,381.91,381.91,381.91,381.91,381.91,381.91,382.10,382.10,382.10,382.10,370.69,370.69,370.69,370.69,370.69,370.69,370.69,370.69,370.69,370.69,370.69,370.86,370.98,370.98,370.98,370.98,370.98,370.98,370.98,370.98,370.98,370.98,370.98,371.35,371.53,371.53,371.53,371.53,371.53,371.53,371.53,371.53,371.53,371.53,371.53,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,371.96,372.06
08800E,CLADRIBINE,Injection 10 mg in 5 mL,L01BB04,,,,,5122.54,5122.54,5122.54,5122.54,5122.59,5122.59,5122.59,5122.59,5122.59,5122.59,5122.59,5122.59,5122.78,5122.78,5122.78,5122.78,4543.95,4543.95,4543.95,4543.95,4543.95,4543.95,4543.95,4543.95,4543.95,4543.95,4543.95,4544.12,4544.24,4544.24,4544.24,4544.24,4544.24,4544.24,4544.24,4544.24,4544.24,4544.24,4544.24,4544.61,4629.14,4629.14,4629.14,4629.14,4629.14,4629.14,4629.14,4629.14,4629.14,4629.14,4629.14,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,4629.57,,,,,,,,
08801F,DAPSONE,Tablet 25 mg,D11AX,,,,,102.01,102.01,102.01,102.01,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.25,102.25,102.25,102.25,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.31,99.48,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.97,100.15,100.15,100.15,100.15,100.15,100.15,100.15,100.15,100.15,100.15,100.15,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.68
08802G,PIMECROLIMUS,"Cream 10 mg per g, 15 g",D11AH02,,,,,31.76,31.76,31.76,31.76,31.81,31.81,31.81,31.81,31.81,31.81,31.81,31.81,32.00,32.00,32.00,32.00,31.33,31.33,31.33,31.33,31.33,31.33,31.33,31.33,31.33,31.33,31.33,31.5,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.99,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.79,33.89
08803H,TIMOLOL,"Eye gel 1 mg (as maleate) per g, 5 g",S01ED01,,,,,11.78,11.78,11.78,11.78,11.83,11.83,11.83,11.83,11.83,11.83,11.83,11.83,12.02,12.02,12.02,12.02,12.01,12.01,12.01,12.01,12.01,12.01,12.01,12.01,12.01,12.01,12.01,12.18,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.67,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,12.79,12.79,12.79,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.97
08804J,AMINO ACID FORMULA with VITAMINS and MINERALS without PHENYLALANINE,"Sachets containing oral powder 27.8 g, 30 (PKU Lophlex)",V06DX,,,,,1638.35,1638.35,1638.35,1638.35,1638.40,1638.40,1638.40,1638.40,1638.40,1638.40,1638.40,1638.40,1638.59,1638.59,1638.59,1638.59,1615.97,1615.97,1615.97,1615.97,1615.97,1615.97,1615.97,1615.97,1615.97,1615.97,1615.97,1616.14,1529.11,1529.11,1529.11,1529.11,1529.11,1529.11,1529.11,1529.11,1529.11,1529.11,1529.11,1529.48,1549.01,1549.01,1549.01,1549.01,1549.01,1549.01,1549.01,1549.01,1549.01,1549.01,1549.01,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.44,1549.54
08805K,INTERFERON BETA-1A,"Injection 30 micrograms (6,000,000 I.U.) in 0.5 mL single dose pre-filled syringe",L03AB07,,,,,1090.93,1090.93,1090.93,1090.93,1090.98,1090.98,1090.98,1090.98,1090.98,1090.98,1090.98,1090.98,1091.17,1091.17,1091.17,1091.17,1055.10,1055.10,1055.10,1055.10,1055.10,1055.10,1055.10,1055.10,1055.1,1055.1,1055.1,1055.27,1055.39,1055.39,1055.39,1055.39,1055.39,1055.39,1055.39,1055.39,1055.39,1055.39,1055.39,1055.76,1056.34,1056.34,1056.34,1056.34,1056.34,1056.34,1056.34,1056.34,1056.34,1056.34,1056.34,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.77,1056.87
08806L,GLUCOSE INDICATOR BLOOD,"Test strips, 51 (Accu-Chek Integra)",V04CA02,,,,,52.72,52.72,52.72,52.72,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.96,52.96,52.96,52.96,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.8,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,52.29,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.28
08807M,IRON SUCROSE,Concentrate for solution for infusion 2.7 g (equivalent to 100 mg iron (III)) in 5 mL,B03AC,,,,,142.20,142.20,142.20,142.20,142.25,142.25,142.25,142.25,142.25,142.25,142.25,142.25,142.44,142.44,142.44,142.44,138.21,138.21,138.21,138.21,138.21,138.21,138.21,138.21,138.21,138.21,138.21,138.38,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.87,139.05,139.05,139.05,139.05,139.05,139.05,139.05,139.05,139.05,139.05,139.05,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.48,139.58
08808N,APREPITANT,Pack containing 1 capsule 125 mg and 2 capsules 80 mg,A04AD12,,,,,151.36,151.36,151.36,151.36,151.41,151.41,151.41,151.41,151.41,151.41,151.41,151.41,151.60,151.60,151.60,151.60,147.07,147.07,147.07,147.07,147.07,147.07,147.07,147.07,147.07,147.07,147.07,147.24,147.36,147.36,147.36,147.36,147.36,147.36,147.36,147.36,147.36,147.36,147.36,147.73,147.91,147.91,147.91,147.91,147.91,147.91,147.91,147.91,147.91,147.91,147.91,148.34,148.34,148.34,148.34,148.34,148.34,148.34,148.34,148.34,148.34,148.34,148.34,148.34,138.89,138.89,138.89,138.89,138.89,138.89,138.89,138.89,138.89,138.89,138.89,138.89,138.89,138.89,138.89,138.89,138.89,138.89,138.89,138.89,138.89,138.89,138.89,138.99
08809P,PEMETREXED,Powder for I.V. infusion 500 mg (as disodium heptahydrate),L01BA04,,,,,3690.82,3690.82,3690.82,3690.82,3690.87,3690.87,3690.87,3690.87,3690.87,3690.87,3690.87,3690.87,3691.06,3691.06,3691.06,3691.06,398.72,398.72,398.72,398.72,398.72,398.72,3304.99,3304.99,2906.27,2906.27,2906.27,2906.44,2906.56,2906.56,2906.56,2906.56,2906.56,2906.56,2906.56,2906.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08810Q,METFORMIN + GLIBENCLAMIDE,Tablet containing metformin hydrochloride 500 mg with glibenclamide 2.5 mg,A10BD02,,,,,17.33,17.33,17.33,17.33,17.38,17.38,17.38,17.38,16.25,16.25,16.25,16.25,16.44,16.44,16.44,16.44,16.28,16.28,16.28,16.28,16.28,16.28,16.28,16.28,16.28,16.28,16.28,16.45,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.57,16.94,15.56,15.56,15.56,15.56,15.56,15.56,15.56,15.56,15.56,15.56,15.56,15.99,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.51,15.51,15.51,15.51,15.51,15.51,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,14.49,14.49,14.49,14.59
08811R,METFORMIN + GLIBENCLAMIDE,Tablet containing metformin hydrochloride 500 mg with glibenclamide 5 mg,A10BD02,,,,,18.52,18.52,18.52,18.52,18.57,18.57,18.57,18.57,17.44,17.44,17.44,17.44,17.63,17.63,17.63,17.63,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.44,17.61,17.73,17.73,17.73,17.73,17.73,17.73,17.73,17.73,17.73,17.73,17.73,18.1,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,17.17,17.08,17.08,17.08,17.08,17.08,17.08,17.08,17.08,17.08,17.08,17.08,17.08,16.53,16.53,16.53,16.53,16.53,16.53,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,15.61,15.61,15.61,15.71
08812T,FOLINIC ACID,Injection containing calcium folinate equivalent to 100 mg folinic acid in 10 mL,V03AF03,,,,,322.70,322.70,322.70,322.70,322.75,322.75,322.75,322.75,322.75,322.75,322.75,322.75,285.44,285.44,285.44,285.44,277.25,277.25,277.25,277.25,277.25,277.25,277.25,277.25,277.25,277.25,277.25,277.42,277.54,277.54,277.54,277.54,277.54,277.54,277.54,277.54,277.54,277.54,277.54,277.91,272.99,272.99,272.99,272.99,272.99,272.99,272.99,272.99,272.99,272.99,272.99,273.42,268.42,268.44,268.42,268.42,268.42,268.44,268.44,268.44,268.44,268.44,268.44,268.42,263.56,263.56,263.52,263.52,263.56,263.52,258.72,258.72,258.72,258.72,258.72,258.78,258.78,258.72,258.72,258.72,258.78,258.72,258.72,258.78,258.72,258.78,258.72,258.82
08813W,"TETANUS VACCINE, ADSORBED",Injection 0.5 mL in pre-filled syringe,J07AM01,,,,,,,,,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08814X,PARACETAMOL,Tablet 665 mg (modified release),N02BE01,,,,,,,,,12.47,12.47,12.47,12.47,11.51,11.51,11.51,11.51,11.70,11.70,11.70,11.70,11.69,11.69,11.69,11.69,11.69,11.69,11.69,11.69,11.69,11.69,11.69,11.86,11.98,11.98,11.98,11.98,11.98,11.98,11.98,11.98,11.98,11.98,11.98,12.35,12.83,12.83,12.83,12.83,16.21,16.21,16.21,16.21,16.21,16.21,16.21,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.74
08815Y,FERROUS SULFATE,"Oral liquid containing 30 mg ferrous sulfate heptahydrate per mL, 250 mL",B03AA07,,,,,,,,,16.55,16.55,16.55,16.55,16.55,16.55,16.55,16.55,16.74,16.74,16.74,16.74,17.15,17.15,17.15,17.15,17.15,17.15,17.15,17.15,17.15,17.15,17.15,17.32,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,18.17,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.45
08816B,MODAFINIL,Tablet 100 mg,N06BA07,,,,,,,,,356.09,356.09,356.09,356.09,356.09,356.09,356.09,356.09,356.28,356.28,356.28,356.28,345.71,345.71,345.71,345.71,345.71,345.71,345.71,345.71,345.71,345.71,345.71,345.88,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.37,346.55,346.55,346.55,346.55,346.55,346.55,346.55,346.55,346.55,346.55,346.55,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,346.98,347.08
08817C,EPIRUBICIN,Solution for injection containing epirubicin hydrochloride 100 mg in 50 mL,L01DB03,,,,,,,,,1013.55,1013.55,1013.55,1013.55,1013.55,1013.55,1013.55,1013.55,1013.74,1013.74,1013.74,1013.74,981.33,981.33,981.33,981.33,981.33,981.33,981.33,981.33,981.33,981.33,981.33,981.5,981.62,981.62,981.62,981.62,981.62,981.62,981.62,981.62,981.62,981.62,981.62,981.99,962.65,962.65,962.65,962.65,962.65,962.65,962.65,962.65,962.65,962.65,962.65,963.08,943.94,943.94,943.94,943.94,943.94,943.94,943.94,943.94,943.94,943.94,943.94,943.94,925.2,925.2,925.2,925.2,925.2,925.2,906.84,906.84,762.78,762.78,762.78,762.78,762.78,762.78,762.78,762.78,,,,,,,,
08818D,METOPROLOL SUCCINATE,"Pack containing 15 tablets 23.75 mg (controlled release), 15 tablets 47.5 mg (controlled release) and 15 tablets 95 mg (controlled release)",C07AB02,,,,,,,,,95.96,95.96,95.96,95.96,95.96,95.96,95.96,95.96,96.15,96.15,96.15,96.15,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.58,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,94.07,94.25,94.25,94.25,94.25,94.25,94.25,94.25,94.25,94.25,94.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08819E,TEMOZOLOMIDE,Capsule 5 mg,L01AX03,,,,,,,,,222.49,222.49,222.49,222.49,222.49,222.49,222.49,222.49,222.68,222.68,222.68,222.68,216.44,216.44,216.44,216.44,216.44,216.44,216.44,216.44,216.44,216.44,216.44,216.61,216.73,216.73,216.73,216.73,216.73,216.73,216.73,216.73,216.73,216.73,216.73,217.1,207.62,207.62,207.62,207.62,207.62,207.62,207.62,207.62,207.62,207.62,207.62,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,208.05,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.2
